Respondent_ID,Survey_Date,Year,Month_Num,Department,Age_Group,Sex,Question_Domain,Question_Code,Question_Text,Satisfaction_Response
R00558,2024-09-13,2024,9,Outpatient,18-30,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Satisfied
R00558,2024-09-13,2024,9,Outpatient,18-30,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Satisfied
R00558,2024-09-13,2024,9,Outpatient,18-30,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00558,2024-09-13,2024,9,Outpatient,18-30,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Satisfied
R00558,2024-09-13,2024,9,Outpatient,18-30,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Satisfied
R00558,2024-09-13,2024,9,Outpatient,18-30,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00558,2024-09-13,2024,9,Outpatient,18-30,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Satisfied
R00558,2024-09-13,2024,9,Outpatient,18-30,Male,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Satisfied
R00559,2024-09-04,2024,9,Outpatient,18-30,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00559,2024-09-04,2024,9,Outpatient,18-30,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00559,2024-09-04,2024,9,Outpatient,18-30,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00559,2024-09-04,2024,9,Outpatient,18-30,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Satisfied
R00559,2024-09-04,2024,9,Outpatient,18-30,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00559,2024-09-04,2024,9,Outpatient,18-30,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00559,2024-09-04,2024,9,Outpatient,18-30,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00559,2024-09-04,2024,9,Outpatient,18-30,Male,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Neutral
R00560,2024-09-04,2024,9,Outpatient,18-30,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00560,2024-09-04,2024,9,Outpatient,18-30,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00560,2024-09-04,2024,9,Outpatient,18-30,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Satisfied
R00560,2024-09-04,2024,9,Outpatient,18-30,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Unsatisfied
R00560,2024-09-04,2024,9,Outpatient,18-30,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Satisfied
R00560,2024-09-04,2024,9,Outpatient,18-30,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Satisfied
R00560,2024-09-04,2024,9,Outpatient,18-30,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00560,2024-09-04,2024,9,Outpatient,18-30,Male,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Neutral
R00561,2024-09-24,2024,9,Outpatient,18-30,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Satisfied
R00561,2024-09-24,2024,9,Outpatient,18-30,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Unsatisfied
R00561,2024-09-24,2024,9,Outpatient,18-30,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Satisfied
R00561,2024-09-24,2024,9,Outpatient,18-30,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Satisfied
R00561,2024-09-24,2024,9,Outpatient,18-30,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Satisfied
R00561,2024-09-24,2024,9,Outpatient,18-30,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00561,2024-09-24,2024,9,Outpatient,18-30,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Satisfied
R00561,2024-09-24,2024,9,Outpatient,18-30,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Unsatisfied
R00562,2024-10-19,2024,10,Emergency,31-45,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00562,2024-10-19,2024,10,Emergency,31-45,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Unsatisfied
R00562,2024-10-19,2024,10,Emergency,31-45,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00562,2024-10-19,2024,10,Emergency,31-45,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Satisfied
R00562,2024-10-19,2024,10,Emergency,31-45,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00562,2024-10-19,2024,10,Emergency,31-45,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00562,2024-10-19,2024,10,Emergency,31-45,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Unsatisfied
R00562,2024-10-19,2024,10,Emergency,31-45,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Unsatisfied
R00563,2024-10-14,2024,10,Emergency,46-60,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00563,2024-10-14,2024,10,Emergency,46-60,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Unsatisfied
R00563,2024-10-14,2024,10,Emergency,46-60,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Satisfied
R00563,2024-10-14,2024,10,Emergency,46-60,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00563,2024-10-14,2024,10,Emergency,46-60,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00563,2024-10-14,2024,10,Emergency,46-60,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Unsatisfied
R00563,2024-10-14,2024,10,Emergency,46-60,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Satisfied
R00563,2024-10-14,2024,10,Emergency,46-60,Male,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Satisfied
R00564,2024-10-11,2024,10,Emergency,46-60,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Satisfied
R00564,2024-10-11,2024,10,Emergency,46-60,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Unsatisfied
R00564,2024-10-11,2024,10,Emergency,46-60,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00564,2024-10-11,2024,10,Emergency,46-60,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Satisfied
R00564,2024-10-11,2024,10,Emergency,46-60,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00564,2024-10-11,2024,10,Emergency,46-60,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Satisfied
R00564,2024-10-11,2024,10,Emergency,46-60,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Satisfied
R00564,2024-10-11,2024,10,Emergency,46-60,Male,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Satisfied
R00565,2024-10-13,2024,10,Emergency,46-60,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Unsatisfied
R00565,2024-10-13,2024,10,Emergency,46-60,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00565,2024-10-13,2024,10,Emergency,46-60,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Unsatisfied
R00565,2024-10-13,2024,10,Emergency,46-60,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00565,2024-10-13,2024,10,Emergency,46-60,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00565,2024-10-13,2024,10,Emergency,46-60,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00565,2024-10-13,2024,10,Emergency,46-60,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00565,2024-10-13,2024,10,Emergency,46-60,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Satisfied
R00566,2024-10-18,2024,10,Emergency,18-30,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00566,2024-10-18,2024,10,Emergency,18-30,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00566,2024-10-18,2024,10,Emergency,18-30,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Satisfied
R00566,2024-10-18,2024,10,Emergency,18-30,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00566,2024-10-18,2024,10,Emergency,18-30,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00566,2024-10-18,2024,10,Emergency,18-30,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Unsatisfied
R00566,2024-10-18,2024,10,Emergency,18-30,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Unsatisfied
R00566,2024-10-18,2024,10,Emergency,18-30,Male,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Unsatisfied
R00567,2024-10-09,2024,10,Emergency,60+,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Satisfied
R00567,2024-10-09,2024,10,Emergency,60+,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00567,2024-10-09,2024,10,Emergency,60+,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00567,2024-10-09,2024,10,Emergency,60+,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Unsatisfied
R00567,2024-10-09,2024,10,Emergency,60+,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Satisfied
R00567,2024-10-09,2024,10,Emergency,60+,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00567,2024-10-09,2024,10,Emergency,60+,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Unsatisfied
R00567,2024-10-09,2024,10,Emergency,60+,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Satisfied
R00568,2024-10-05,2024,10,Emergency,46-60,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00568,2024-10-05,2024,10,Emergency,46-60,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00568,2024-10-05,2024,10,Emergency,46-60,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00568,2024-10-05,2024,10,Emergency,46-60,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Unsatisfied
R00568,2024-10-05,2024,10,Emergency,46-60,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Satisfied
R00568,2024-10-05,2024,10,Emergency,46-60,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00568,2024-10-05,2024,10,Emergency,46-60,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Satisfied
R00568,2024-10-05,2024,10,Emergency,46-60,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Neutral
R00569,2024-10-13,2024,10,Emergency,60+,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00569,2024-10-13,2024,10,Emergency,60+,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Unsatisfied
R00569,2024-10-13,2024,10,Emergency,60+,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Satisfied
R00569,2024-10-13,2024,10,Emergency,60+,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Satisfied
R00569,2024-10-13,2024,10,Emergency,60+,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00569,2024-10-13,2024,10,Emergency,60+,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00569,2024-10-13,2024,10,Emergency,60+,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00569,2024-10-13,2024,10,Emergency,60+,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Neutral
R00570,2024-10-21,2024,10,Pharmacy,31-45,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00570,2024-10-21,2024,10,Pharmacy,31-45,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00570,2024-10-21,2024,10,Pharmacy,31-45,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Satisfied
R00570,2024-10-21,2024,10,Pharmacy,31-45,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00570,2024-10-21,2024,10,Pharmacy,31-45,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00570,2024-10-21,2024,10,Pharmacy,31-45,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00570,2024-10-21,2024,10,Pharmacy,31-45,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00570,2024-10-21,2024,10,Pharmacy,31-45,Male,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Unsatisfied
R00571,2024-10-20,2024,10,Pharmacy,60+,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Unsatisfied
R00571,2024-10-20,2024,10,Pharmacy,60+,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Unsatisfied
R00571,2024-10-20,2024,10,Pharmacy,60+,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Unsatisfied
R00571,2024-10-20,2024,10,Pharmacy,60+,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00571,2024-10-20,2024,10,Pharmacy,60+,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Unsatisfied
R00571,2024-10-20,2024,10,Pharmacy,60+,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Satisfied
R00571,2024-10-20,2024,10,Pharmacy,60+,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Satisfied
R00571,2024-10-20,2024,10,Pharmacy,60+,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Satisfied
R00572,2024-10-25,2024,10,Pharmacy,46-60,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00572,2024-10-25,2024,10,Pharmacy,46-60,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Unsatisfied
R00572,2024-10-25,2024,10,Pharmacy,46-60,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Unsatisfied
R00572,2024-10-25,2024,10,Pharmacy,46-60,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00572,2024-10-25,2024,10,Pharmacy,46-60,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00572,2024-10-25,2024,10,Pharmacy,46-60,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Satisfied
R00572,2024-10-25,2024,10,Pharmacy,46-60,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00572,2024-10-25,2024,10,Pharmacy,46-60,Male,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Satisfied
R00573,2024-10-15,2024,10,Pharmacy,18-30,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00573,2024-10-15,2024,10,Pharmacy,18-30,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00573,2024-10-15,2024,10,Pharmacy,18-30,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Unsatisfied
R00573,2024-10-15,2024,10,Pharmacy,18-30,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00573,2024-10-15,2024,10,Pharmacy,18-30,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Unsatisfied
R00573,2024-10-15,2024,10,Pharmacy,18-30,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00573,2024-10-15,2024,10,Pharmacy,18-30,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00573,2024-10-15,2024,10,Pharmacy,18-30,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Unsatisfied
R00574,2024-10-08,2024,10,Pharmacy,31-45,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Unsatisfied
R00574,2024-10-08,2024,10,Pharmacy,31-45,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Satisfied
R00574,2024-10-08,2024,10,Pharmacy,31-45,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00574,2024-10-08,2024,10,Pharmacy,31-45,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Unsatisfied
R00574,2024-10-08,2024,10,Pharmacy,31-45,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00574,2024-10-08,2024,10,Pharmacy,31-45,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Unsatisfied
R00574,2024-10-08,2024,10,Pharmacy,31-45,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Unsatisfied
R00574,2024-10-08,2024,10,Pharmacy,31-45,Male,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Satisfied
R00575,2024-10-13,2024,10,Laboratory,18-30,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Unsatisfied
R00575,2024-10-13,2024,10,Laboratory,18-30,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00575,2024-10-13,2024,10,Laboratory,18-30,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00575,2024-10-13,2024,10,Laboratory,18-30,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Unsatisfied
R00575,2024-10-13,2024,10,Laboratory,18-30,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00575,2024-10-13,2024,10,Laboratory,18-30,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00575,2024-10-13,2024,10,Laboratory,18-30,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Satisfied
R00575,2024-10-13,2024,10,Laboratory,18-30,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Satisfied
R00576,2024-10-27,2024,10,Laboratory,46-60,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Unsatisfied
R00576,2024-10-27,2024,10,Laboratory,46-60,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00576,2024-10-27,2024,10,Laboratory,46-60,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00576,2024-10-27,2024,10,Laboratory,46-60,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Unsatisfied
R00576,2024-10-27,2024,10,Laboratory,46-60,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00576,2024-10-27,2024,10,Laboratory,46-60,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00576,2024-10-27,2024,10,Laboratory,46-60,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Satisfied
R00576,2024-10-27,2024,10,Laboratory,46-60,Male,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Neutral
R00577,2024-10-20,2024,10,Laboratory,18-30,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00577,2024-10-20,2024,10,Laboratory,18-30,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00577,2024-10-20,2024,10,Laboratory,18-30,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Satisfied
R00577,2024-10-20,2024,10,Laboratory,18-30,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00577,2024-10-20,2024,10,Laboratory,18-30,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00577,2024-10-20,2024,10,Laboratory,18-30,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Satisfied
R00577,2024-10-20,2024,10,Laboratory,18-30,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00577,2024-10-20,2024,10,Laboratory,18-30,Male,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Neutral
R00578,2024-10-27,2024,10,Laboratory,18-30,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00578,2024-10-27,2024,10,Laboratory,18-30,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Unsatisfied
R00578,2024-10-27,2024,10,Laboratory,18-30,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Satisfied
R00578,2024-10-27,2024,10,Laboratory,18-30,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Satisfied
R00578,2024-10-27,2024,10,Laboratory,18-30,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00578,2024-10-27,2024,10,Laboratory,18-30,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00578,2024-10-27,2024,10,Laboratory,18-30,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00578,2024-10-27,2024,10,Laboratory,18-30,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Neutral
R00579,2024-10-01,2024,10,Laboratory,31-45,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00579,2024-10-01,2024,10,Laboratory,31-45,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Unsatisfied
R00579,2024-10-01,2024,10,Laboratory,31-45,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Satisfied
R00579,2024-10-01,2024,10,Laboratory,31-45,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Satisfied
R00579,2024-10-01,2024,10,Laboratory,31-45,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Satisfied
R00579,2024-10-01,2024,10,Laboratory,31-45,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00579,2024-10-01,2024,10,Laboratory,31-45,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00579,2024-10-01,2024,10,Laboratory,31-45,Male,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Neutral
R00580,2024-10-22,2024,10,Laboratory,31-45,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00580,2024-10-22,2024,10,Laboratory,31-45,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Satisfied
R00580,2024-10-22,2024,10,Laboratory,31-45,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Satisfied
R00580,2024-10-22,2024,10,Laboratory,31-45,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00580,2024-10-22,2024,10,Laboratory,31-45,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00580,2024-10-22,2024,10,Laboratory,31-45,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00580,2024-10-22,2024,10,Laboratory,31-45,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Unsatisfied
R00580,2024-10-22,2024,10,Laboratory,31-45,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Unsatisfied
R00581,2024-10-03,2024,10,Delivery Ward,31-45,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00581,2024-10-03,2024,10,Delivery Ward,31-45,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00581,2024-10-03,2024,10,Delivery Ward,31-45,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00581,2024-10-03,2024,10,Delivery Ward,31-45,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00581,2024-10-03,2024,10,Delivery Ward,31-45,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00581,2024-10-03,2024,10,Delivery Ward,31-45,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Satisfied
R00581,2024-10-03,2024,10,Delivery Ward,31-45,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Satisfied
R00581,2024-10-03,2024,10,Delivery Ward,31-45,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Neutral
R00582,2024-10-25,2024,10,Delivery Ward,31-45,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00582,2024-10-25,2024,10,Delivery Ward,31-45,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00582,2024-10-25,2024,10,Delivery Ward,31-45,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Satisfied
R00582,2024-10-25,2024,10,Delivery Ward,31-45,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00582,2024-10-25,2024,10,Delivery Ward,31-45,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00582,2024-10-25,2024,10,Delivery Ward,31-45,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00582,2024-10-25,2024,10,Delivery Ward,31-45,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00582,2024-10-25,2024,10,Delivery Ward,31-45,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Unsatisfied
R00583,2024-10-20,2024,10,Delivery Ward,18-30,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Satisfied
R00583,2024-10-20,2024,10,Delivery Ward,18-30,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Satisfied
R00583,2024-10-20,2024,10,Delivery Ward,18-30,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Satisfied
R00583,2024-10-20,2024,10,Delivery Ward,18-30,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Satisfied
R00583,2024-10-20,2024,10,Delivery Ward,18-30,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Satisfied
R00583,2024-10-20,2024,10,Delivery Ward,18-30,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Satisfied
R00583,2024-10-20,2024,10,Delivery Ward,18-30,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Satisfied
R00583,2024-10-20,2024,10,Delivery Ward,18-30,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Satisfied
R00584,2024-10-02,2024,10,Delivery Ward,31-45,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00584,2024-10-02,2024,10,Delivery Ward,31-45,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Satisfied
R00584,2024-10-02,2024,10,Delivery Ward,31-45,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00584,2024-10-02,2024,10,Delivery Ward,31-45,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00584,2024-10-02,2024,10,Delivery Ward,31-45,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Satisfied
