Year,Month_Num,Month_Name,Department,KPI_Category,Indicator,Unit,Direction,Target,Actual
2023,7,July,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,11659.86
2023,8,August,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,12722.55
2023,9,September,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,12899.98
2023,10,October,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,13379.33
2023,11,November,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,13399.43
2023,12,December,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,13627.15
2024,1,January,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,12554.32
2024,2,February,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,11719.7
2024,3,March,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,12660.83
2024,4,April,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,12036.54
2024,5,May,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,12933.57
2024,6,June,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,13059.66
2024,7,July,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,13403.85
2024,8,August,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,14195.52
2024,9,September,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,15371.66
2024,10,October,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,15674.64
2024,11,November,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,14776.36
2024,12,December,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,14613.51
2025,1,January,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,14701.45
2025,2,February,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,13512.31
2025,3,March,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,13839.03
2025,4,April,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,13682.65
2025,5,May,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,14081.84
2025,6,June,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,14020.7
2025,7,July,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,14256.12
2025,8,August,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,14614.3
2025,9,September,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,15499.46
2025,10,October,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,16042.17
2025,11,November,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,16121.77
2025,12,December,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,16921.75
2023,1,January,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,12.57
2023,2,February,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,11.38
2023,3,March,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,10.74
2023,4,April,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,12.67
2023,5,May,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,11.97
2023,6,June,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,13.41
2023,7,July,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,11.91
2023,8,August,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,10.33
2023,9,September,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,10.27
2023,10,October,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,14.01
2023,11,November,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,14.21
2023,12,December,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,12.04
2024,1,January,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,11.91
2024,2,February,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,14.24
2024,3,March,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,11.27
2024,4,April,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,11.64
2024,5,May,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,13.6
2024,6,June,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,12.47
2024,7,July,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,13.05
2024,8,August,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,12.98
2024,9,September,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,13.69
2024,10,October,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,15.09
2024,11,November,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,13.62
2024,12,December,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,14.4
2025,1,January,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,11.28
2025,2,February,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,13.8
2025,3,March,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,12.96
2025,4,April,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,12.62
2025,5,May,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,13.15
2025,6,June,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,13.91
2025,7,July,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,15.53
2025,8,August,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,12.95
2025,9,September,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,14.69
2025,10,October,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,14.19
2025,11,November,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,14.49
2025,12,December,Pharmacy,Service Efficiency,Avg_Prescription_Fill_Time_Min,minutes,lower,10.0,16.2
2023,1,January,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,90.52
2023,2,February,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,82.59
2023,3,March,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,89.55
2023,4,April,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,89.83
2023,5,May,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,88.2
2023,6,June,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,86.12
2023,7,July,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,90.44
2023,8,August,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,87.61
2023,9,September,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,88.17
2023,10,October,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,85.41
2023,11,November,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,88.02
2023,12,December,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,80.77
2024,1,January,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,77.39
2024,2,February,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,80.77
2024,3,March,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,81.36
2024,4,April,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,85.65
2024,5,May,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,84.95
2024,6,June,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,83.98
2024,7,July,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,87.08
2024,8,August,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,78.09
2024,9,September,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,78.01
2024,10,October,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,75.02
2024,11,November,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,74.5
2024,12,December,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,69.81
2025,1,January,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,74.82
2025,2,February,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,72.02
2025,3,March,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,68.74
2025,4,April,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,70.98
2025,5,May,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,75.84
2025,6,June,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,77.88
2025,7,July,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,81.13
2025,8,August,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,82.85
2025,9,September,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,73.63
2025,10,October,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,67.29
2025,11,November,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,61.73
2025,12,December,Pharmacy,Resource Availability,Essential_Medicine_Availability_Rate_Pct,%,higher,95.0,67.21
2023,1,January,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,2.21
2023,2,February,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,3.97
2023,3,March,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,5.12
2023,4,April,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,8.15
2023,5,May,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,12.79
2023,6,June,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,12.37
2023,7,July,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,12.57
2023,8,August,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,10.72
2023,9,September,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,8.7
2023,10,October,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,10.3
2023,11,November,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,10.24
2023,12,December,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,13.63
2024,1,January,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,10.12
2024,2,February,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,12.88
2024,3,March,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,11.2
2024,4,April,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,11.68
2024,5,May,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,14.15
2024,6,June,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,16.26
2024,7,July,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,23.43
2024,8,August,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,17.02
2024,9,September,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,20.06
2024,10,October,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,15.21
2024,11,November,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,18.24
2024,12,December,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,16.42
2025,1,January,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,15.31
2025,2,February,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,16.46
2025,3,March,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,16.69
2025,4,April,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,21.1
2025,5,May,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,21.1
2025,6,June,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,20.99
2025,7,July,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,21.76
2025,8,August,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,25.03
2025,9,September,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,27.52
2025,10,October,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,23.38
2025,11,November,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,21.75
2025,12,December,Pharmacy,Resource Availability,Stockout_Rate_Pct,%,lower,5.0,22.03
